text,reading,english,level,length,kanji_ratio
買い物に行くのが嫌いです。,かいものにいくのがきらいです。,I don't like going shopping.,N5,13,0.31
早く起きるのは大変です。,はやくおきるのはたいへんです。,It's hard to get up early.,N5,12,0.33
外で遊ぶのは楽しいです。,そとであそぶのはたのしいです。,It's fun to play outside.,N5,12,0.25
日本語を話すことができます。,にっぽんごをはなすことができます。,I can speak Japanese.,N5,14,0.29
ピアノを弾くことができます。,ぴあのをひくことができます。,You can play the piano.,N5,14,0.07
車を運転することができますか。,くるまをうんてんすることができますか。,Can you drive a car?,N5,15,0.2
明日ここに来ることができますか。,あすここにくることができますか。,Can I come here tomorrow?,N5,16,0.19
一人で病院へ行くことができます。,ひとりでびょういんへいくことができます。,I can go to the hospital alone.,N5,16,0.31
箸を使って食べることができます。,はしをつかってたべることができます。,You can eat with chopsticks.,N5,16,0.19
漢字を百個書くことができます。,かんじをひゃくこかくことができます。,You can write 100 characters.,N5,15,0.33
刺身を食べたことがありますか。,さしみをたべたことがありますか。,Have you ever eaten stings?,N5,15,0.2
富士山に登ったことがあります。,ふじやまにのぼったことがあります。,I've climbed Mt. Fuji.,N5,15,0.27
北海道へ行ったことがありません。,ほっかいどうへいったことがありません。,I've never been to Hokkaido.,N5,16,0.25
着物を着たことがありますか。,きものをきたことがありますか。,Have you ever worn a kimono?,N5,14,0.21
歌舞伎を見たことがあります。,かぶきをみたことがあります。,I've seen Kabuki.,N5,14,0.29
有名な人に会ったことがあります。,ゆうめいなひとにあったことがあります。,I've met a famous person.,N5,16,0.25
馬に乗ったことがあります。,うまにのったことがあります。,I once rode a horse.,N5,13,0.15
週末は掃除したり、洗濯したりします。,しゅうまつはそうじしたり、せんたくしたりします。,I clean and wash for the weekend.,N5,18,0.33
昨日は本を読んだり、寝たりしました。,きのうはほんをよんだり、ねたりしました。,I read books and went to bed yesterday.,N5,18,0.28
休みの日、泳いだり、走ったりします。,やすみのひ、およいだり、はしったりします。,"On holidays, I swim and run.",N5,18,0.22
映画を見たり、お茶を飲んだりしましょう。,えいがをみたり、おちゃをのんだりしましょう。,Let's watch a movie or have a cup of tea.,N5,20,0.25
買い物をしたり、料理を作ったりします。,かいものをしたり、りょうりをつくったりします。,I shop and cook.,N5,19,0.26
テレビを見たり、ゲームをしたりしました。,てれびをみたり、げーむをしたりしました。,I watched TV and played games.,N5,20,0.05
歌を歌ったり、踊ったりするのが好きです。,うたをうたったり、おどったりするのがすきです。,I like singing and dancing.,N5,20,0.2
病気にならないように気をつけています。,びょうきにならないようにきをつけています。,I'm careful not to get sick.,N5,19,0.16
忘れないようにメモを書きました。,わすれないようにめもをかきました。,I wrote a note so I wouldn't forget it.,N5,16,0.12
遅れないように早く家を出ます。,おくれないようにはやくいえをでます。,I'm leaving home early so I won't be late.,N5,15,0.27
聞こえるように大きい声で話します。,きこえるようにおおきいこえではなします。,I'll speak in a loud voice so I can hear you.,N5,17,0.24
よく見えるように眼鏡をかけます。,よくみえるようにめがねをかけます。,I'll put my glasses on so I can see them well.,N5,16,0.19
合格できるように一生懸命勉強します。,ごうかくできるようにいっしょうけんめいべんきょうします。,I'll study hard so that I can pass.,N5,18,0.44
子供が遊べるように公園を作りました。,こどもがあそべるようにこうえんをつくりました。,I built a park for my children to play.,N5,18,0.33
雨が降るかもしれません。,あめがふるかもしれません。,It may rain.,N5,12,0.17
田中さんは来ないかもしれません。,たなかさんはこないかもしれません。,Mr. Tanaka may not come.,N5,16,0.19
テストは難しいかもしれません。,てすとはむずかしいかもしれません。,The test may be difficult.,N5,15,0.07
道が混んでいるかもしれません。,みちがこんでいるかもしれません。,The road may be crowded.,N5,15,0.13
あの人は先生かもしれません。,あのひとはせんせいかもしれません。,He may be a teacher.,N5,14,0.21
明日は暇かもしれません。,あすはひまかもしれません。,I may be free tomorrow.,N5,12,0.25
この料理は辛いかもしれません。,このりょうりはつらいかもしれません。,This dish may be hard.,N5,15,0.2
もう寝たほうがいいですよ。,もうねたほうがいいですよ。,You should go to bed now.,N5,13,0.08
薬を飲んだほうがいいです。,くすりをのんだほうがいいです。,You should take your medicine.,N5,13,0.15
あまりお酒を飲まないほうがいいです。,あまりおさけをのまないほうがいいです。,You had better not drink too much.,N5,18,0.11
早く帰ったほうがいいです。,はやくかえったほうがいいです。,You had better leave early.,N5,13,0.15
煙草は吸わないほうがいいです。,たばこはすわないほうがいいです。,You had better not smoke.,N5,15,0.2
運動をしたほうがいいですよ。,うんどうをしたほうがいいですよ。,You should exercise.,N5,14,0.14
傘を持って行ったほうがいいです。,かさをもっていったほうがいいです。,You had better take an umbrella with you.,N5,16,0.19
暑いから、窓を開けましょう。,あついから、まどをあけましょう。,"It's hot, so let's open the window.",N5,14,0.21
